Circle,40,12,14,0
DOCK 1,A,1,100.000000,15.000000,6.000000,-3.014811,53.400178
DOCK 2,A,2,100.000000,15.000000,6.000000,-3.013933,53.400178
DOCK 3,A,3,100.000000,15.000000,6.000000,-3.013056,53.400178
DOCK 4,A,4,100.000000,15.000000,6.000000,-3.011300,53.400178
DOCK 5,A,5,100.000000,15.000000,6.000000,-3.010422,53.400178
DOCK 6,A,6,100.000000,15.000000,6.000000,-3.009544,53.400178
DOCK 7,A,7,100.000000,15.000000,6.000000,-3.017444,53.401917
DOCK 8,A,8,100.000000,15.000000,6.000000,-3.006911,53.401917
DOCK 9,A,9,100.000000,15.000000,6.000000,-3.019200,53.403656
DOCK 10,A,10,100.000000,15.000000,6.000000,-3.005156,53.403656
DOCK 11,A,11,100.000000,15.000000,6.000000,-3.023589,53.412350
DOCK 12,A,12,100.000000,15.000000,6.000000,-3.000767,53.412350
DOCK 13,A,13,100.000000,15.000000,6.000000,-3.024467,53.415828
DOCK 14,A,20,100.000000,15.000000,6.000000,-2.999889,53.415828
DOCK 15,A,25,100.000000,15.000000,6.000000,-3.025344,53.421044
DOCK 16,A,28,100.000000,15.000000,6.000000,-2.999011,53.421044
DOCK 17,A,29,100.000000,15.000000,6.000000,-3.025344,53.422783
DOCK 18,A,30,100.000000,15.000000,6.000000,-2.999011,53.422783
DOCK 19,A,31,100.000000,15.000000,6.000000,-3.025344,53.424522
DOCK 20,A,32,100.000000,15.000000,6.000000,-2.999011,53.424522
DOCK 21,A,33,100.000000,15.000000,6.000000,-3.025344,53.428000
DOCK 22,A,34,100.000000,15.000000,6.000000,-2.999011,53.428000
DOCK 23,A,35,100.000000,15.000000,6.000000,-3.025344,53.429739
DOCK 24,A,38,100.000000,15.000000,6.000000,-2.999011,53.429739
DOCK 25,A,39,100.000000,15.000000,6.000000,-3.025344,53.431478
DOCK 26,A,42,100.000000,15.000000,6.000000,-2.999011,53.431478
DOCK 27,A,47,100.000000,15.000000,6.000000,-3.024467,53.436694
DOCK 28,A,54,100.000000,15.000000,6.000000,-2.999889,53.436694
DOCK 29,A,55,100.000000,15.000000,6.000000,-3.023589,53.440172
DOCK 30,A,56,100.000000,15.000000,6.000000,-3.000767,53.440172
DOCK 31,A,57,100.000000,15.000000,6.000000,-3.019200,53.448867
DOCK 32,A,58,100.000000,15.000000,6.000000,-3.005156,53.448867
DOCK 33,A,59,100.000000,15.000000,6.000000,-3.017444,53.450606
DOCK 34,A,60,100.000000,15.000000,6.000000,-3.006911,53.450606
DOCK 35,A,61,100.000000,15.000000,6.000000,-3.014811,53.452344
DOCK 36,A,62,100.000000,15.000000,6.000000,-3.013933,53.452344
DOCK 37,A,63,100.000000,15.000000,6.000000,-3.013056,53.452344
DOCK 38,A,64,100.000000,15.000000,6.000000,-3.011300,53.452344
DOCK 39,A,65,100.000000,15.000000,6.000000,-3.010422,53.452344
DOCK 40,A,66,100.000000,15.000000,6.000000,-3.009544,53.452344
CRANE 1,B,14,100.000000,15.000000,6.000000,-3.014811,53.415828
CRANE 2,B,15,100.000000,15.000000,6.000000,-3.013933,53.415828
CRANE 3,B,16,100.000000,15.000000,6.000000,-3.013056,53.415828
CRANE 4,B,17,100.000000,15.000000,6.000000,-3.011300,53.415828
CRANE 5,B,18,100.000000,15.000000,6.000000,-3.010422,53.415828
CRANE 6,B,19,100.000000,15.000000,6.000000,-3.009544,53.415828
CRANE 7,B,21,100.000000,15.000000,6.000000,-3.015689,53.417567
CRANE 8,B,22,100.000000,15.000000,6.000000,-3.008667,53.417567
CRANE 9,B,23,100.000000,15.000000,6.000000,-3.016567,53.419306
CRANE 10,B,24,100.000000,15.000000,6.000000,-3.007789,53.419306
CRANE 11,B,26,100.000000,15.000000,6.000000,-3.017444,53.421044
CRANE 12,B,27,100.000000,15.000000,6.000000,-3.006911,53.421044
PIER 1,C,36,100.000000,15.000000,6.000000,-3.017444,53.429739
PIER 2,C,37,100.000000,15.000000,6.000000,-3.006911,53.429739
PIER 3,C,40,100.000000,15.000000,6.000000,-3.017444,53.431478
PIER 4,C,41,100.000000,15.000000,6.000000,-3.006911,53.431478
PIER 5,C,43,100.000000,15.000000,6.000000,-3.016567,53.433217
PIER 6,C,44,100.000000,15.000000,6.000000,-3.007789,53.433217
PIER 7,C,45,100.000000,15.000000,6.000000,-3.015689,53.434956
PIER 8,C,46,100.000000,15.000000,6.000000,-3.008667,53.434956
PIER 9,C,48,100.000000,15.000000,6.000000,-3.014811,53.436694
PIER 10,C,49,100.000000,15.000000,6.000000,-3.013933,53.436694
PIER 11,C,50,100.000000,15.000000,6.000000,-3.013056,53.436694
PIER 12,C,51,100.000000,15.000000,6.000000,-3.011300,53.436694
PIER 13,C,52,100.000000,15.000000,6.000000,-3.010422,53.436694
PIER 14,C,53,100.000000,15.000000,6.000000,-3.009544,53.436694
